URL,Domain Age,Domain Registration Length,Having IP Address,HTTPS Token,URL Length,URL Shortening,@ Symbol,"Redirecting ""//""",Prefix/Suffix in Domain,Subdomains,SSL Final State,Domain Registration Country,Favicon Hosting,Port,HTTPS in URL,Request URL Ratio,Links in Meta/Script/Link,Server Form Handler (SFH),Submitting to Email,Iframe Redirection,Age of Domain,DNS Record,Website Traffic,PageRank,Content Length,Special Characters in Domain,Email in URL,Sensitive Words in URL,Response Time,Phishing attack
https://www.hcauokjrup.com,5915.0,2921.0,No,No,94.0,No,No,No,No,1.0,Valid,Russia,No,Standard,Yes,0.44239397,0.782646817,Empty,Yes,Yes,Yes,Yes,54127.0,7.0,15914.0,4.0,No,3.0,989.0,0
https://www.hsotdmckkp.com,2625.0,2649.0,No,Yes,93.0,Yes,Yes,No,No,0.0,Invalid,Canada,No,Non-standard,No,0.698534263,0.654921668,Different Domain,No,No,Yes,Yes,19604.0,8.0,14556.0,4.0,Yes,2.0,3483.0,1
https://www.ihsoeouibf.com,2729.0,1997.0,No,No,15.0,Yes,Yes,No,Yes,2.0,Invalid,Brazil,Yes,Standard,No,0.161468007,0.566475964,Different Domain,No,No,Yes,No,74654.0,0.0,11828.0,4.0,Yes,1.0,4560.0,1
https://www.trqlzpojxm.com,3627.0,1527.0,Yes,Yes,10.0,No,No,Yes,No,0.0,Missing,Russia,Yes,Standard,No,0.703286101,0.64498718,Same Domain,Yes,Yes,No,Yes,59390.0,7.0,5764.0,1.0,No,1.0,2412.0,1
https://www.zrwotyxsqv.com,1663.0,635.0,Yes,No,61.0,Yes,Yes,No,No,3.0,Invalid,Brazil,Yes,Non-standard,No,0.590209534,0.673494624,Empty,Yes,Yes,No,Yes,9609.0,0.0,18257.0,2.0,Yes,2.0,1231.0,1
https://www.scvdnulwhk.com,2237.0,-90.0,No,No,51.0,Yes,No,Yes,Yes,4.0,Missing,Canada,No,Non-standard,No,0.294103482,0.907350083,Empty,No,Yes,Yes,No,71115.0,6.0,2868.0,0.0,No,1.0,4436.0,1
https://www.ddyvcqlhir.com,5496.0,3335.0,No,No,65.0,Yes,Yes,Yes,Yes,2.0,Missing,Russia,No,Non-standard,No,0.18564026,0.950022759,Same Domain,No,Yes,No,No,12005.0,3.0,11365.0,1.0,Yes,3.0,4892.0,0
https://www.vkzpsocaow.com,5864.0,2894.0,No,Yes,65.0,No,No,No,No,3.0,Missing,Brazil,Yes,Non-standard,Yes,0.128726292,0.247680879,Same Domain,Yes,Yes,Yes,Yes,31762.0,6.0,1883.0,3.0,No,1.0,158.0,0
https://www.ekitaficog.com,1282.0,1738.0,No,No,53.0,No,No,No,No,3.0,Invalid,Brazil,Yes,Non-standard,No,0.487863038,0.140637322,Empty,No,Yes,No,No,58152.0,5.0,14577.0,4.0,No,4.0,4487.0,0
https://www.umgdqqhjiy.com,709.0,181.0,Yes,No,93.0,No,Yes,No,Yes,1.0,Valid,USA,No,Standard,No,0.040132007,0.750530697,Different Domain,Yes,No,No,No,83843.0,1.0,12522.0,3.0,Yes,0.0,1625.0,1
https://www.bcduikdbsc.com,4779.0,1387.0,Yes,No,26.0,Yes,No,No,No,0.0,Invalid,Canada,Yes,Standard,No,0.189541115,0.87840236,Different Domain,Yes,No,Yes,Yes,51951.0,3.0,3405.0,3.0,Yes,2.0,2624.0,1
https://www.jwlpldjhpy.com,663.0,1250.0,No,Yes,92.0,Yes,Yes,No,No,4.0,Valid,Brazil,No,Non-standard,Yes,0.069007025,0.152806912,Different Domain,No,Yes,No,Yes,71674.0,3.0,17677.0,3.0,No,1.0,4780.0,1
https://www.oqsikxaqjc.com,1998.0,1484.0,Yes,Yes,18.0,No,Yes,Yes,Yes,4.0,Missing,Canada,No,Standard,No,0.622033111,0.518664793,Same Domain,Yes,Yes,Yes,No,80669.0,8.0,5067.0,3.0,Yes,0.0,2895.0,1
https://www.zbilhcqgop.com,3304.0,-59.0,Yes,No,37.0,Yes,No,No,Yes,3.0,Missing,Russia,No,Non-standard,No,0.522994274,0.484226937,Empty,Yes,No,No,Yes,76759.0,9.0,10350.0,2.0,No,0.0,3230.0,1
https://www.utmthcbryg.com,3763.0,3240.0,Yes,Yes,59.0,No,No,Yes,Yes,4.0,Valid,Brazil,Yes,Non-standard,No,0.555389678,0.150869828,Empty,Yes,No,Yes,No,20470.0,2.0,19417.0,3.0,Yes,1.0,308.0,1
https://www.wojjaobeyg.com,4659.0,2039.0,No,No,46.0,Yes,Yes,No,Yes,3.0,Valid,Canada,Yes,Standard,Yes,0.849880124,0.601809923,Empty,No,No,No,Yes,37242.0,3.0,17658.0,2.0,No,4.0,3375.0,0
https://www.rjxcnqxlns.com,7280.0,1750.0,No,No,41.0,Yes,Yes,No,No,4.0,Valid,China,Yes,Standard,Yes,0.204106612,0.601837217,Empty,No,No,Yes,No,63290.0,1.0,863.0,1.0,Yes,0.0,934.0,0
https://www.rrfkddqbmn.com,698.0,2116.0,No,No,89.0,No,Yes,No,Yes,1.0,Invalid,China,Yes,Standard,No,0.099453346,0.078930218,Different Domain,No,No,No,Yes,1774.0,0.0,12975.0,4.0,No,2.0,1024.0,0
https://www.tlxrmqgqfc.com,5172.0,1721.0,Yes,No,39.0,No,No,Yes,No,0.0,Missing,Russia,Yes,Standard,Yes,0.334501421,0.525613193,Empty,No,No,No,No,74666.0,8.0,3750.0,4.0,No,0.0,4483.0,1
https://www.okjvmuxwfh.com,1707.0,943.0,Yes,No,69.0,No,No,Yes,Yes,0.0,Invalid,USA,No,Standard,Yes,0.110957229,0.450555819,Different Domain,Yes,Yes,Yes,No,36854.0,2.0,7534.0,2.0,Yes,4.0,2155.0,0
https://www.wakwvwklkp.com,1733.0,1255.0,Yes,Yes,74.0,Yes,Yes,No,Yes,4.0,Missing,USA,No,Non-standard,No,0.129963597,0.43418322,Different Domain,No,Yes,Yes,Yes,27957.0,7.0,1909.0,3.0,Yes,4.0,1634.0,1
https://www.xpegiknchh.com,4218.0,2161.0,Yes,Yes,98.0,Yes,Yes,Yes,Yes,2.0,Valid,Brazil,No,Non-standard,No,0.474450004,0.723949589,Empty,Yes,Yes,Yes,No,90703.0,4.0,14480.0,0.0,Yes,3.0,4267.0,1
https://www.ghrhtzbgkk.com,197.0,-190.0,No,Yes,80.0,No,No,Yes,Yes,1.0,Invalid,USA,No,Standard,Yes,0.658287011,0.456921067,Different Domain,Yes,No,No,Yes,53307.0,4.0,8906.0,4.0,Yes,0.0,4801.0,1
https://www.kkvxmujvgg.com,7125.0,-128.0,No,Yes,21.0,No,Yes,Yes,No,3.0,Valid,Russia,Yes,Non-standard,Yes,0.552632501,0.721788195,Same Domain,No,Yes,Yes,Yes,7257.0,2.0,6380.0,4.0,Yes,0.0,131.0,1
https://www.pnxoqtjvwi.com,608.0,2553.0,No,Yes,64.0,Yes,Yes,Yes,No,0.0,Invalid,Russia,Yes,Standard,Yes,0.327551183,0.660567201,Same Domain,Yes,No,Yes,Yes,80888.0,2.0,15610.0,3.0,Yes,3.0,1844.0,1
https://www.hptwldzmzw.com,2811.0,1893.0,Yes,No,71.0,No,No,No,No,2.0,Invalid,Canada,Yes,Non-standard,Yes,0.396738779,0.303284206,Same Domain,No,No,No,No,69701.0,6.0,675.0,2.0,Yes,3.0,2222.0,0
https://www.ttuksbptgw.com,488.0,1525.0,Yes,Yes,80.0,Yes,No,No,No,2.0,Missing,Canada,No,Standard,No,0.923010837,0.310221697,Different Domain,Yes,No,Yes,Yes,70688.0,0.0,3964.0,3.0,No,3.0,4660.0,1
https://www.ymxjcxmcqo.com,1959.0,3043.0,No,No,24.0,Yes,No,Yes,Yes,1.0,Valid,China,Yes,Standard,Yes,0.943154741,0.867153455,Same Domain,Yes,Yes,Yes,No,89209.0,4.0,1964.0,1.0,No,2.0,53.0,0
https://www.klpweirskz.com,4736.0,2877.0,Yes,No,87.0,Yes,No,No,No,1.0,Invalid,Canada,Yes,Non-standard,No,0.07899764,0.471753804,Same Domain,Yes,Yes,No,No,80233.0,1.0,14490.0,4.0,Yes,1.0,1402.0,1
https://www.eafvkelxlk.com,5534.0,3355.0,Yes,No,89.0,Yes,Yes,No,No,4.0,Missing,China,Yes,Non-standard,Yes,0.216185864,0.808559815,Different Domain,Yes,No,Yes,No,16207.0,0.0,8449.0,2.0,Yes,1.0,2721.0,1
https://www.qhwuqjgzhq.com,262.0,1316.0,No,No,58.0,No,Yes,Yes,Yes,2.0,Missing,Canada,Yes,Non-standard,Yes,0.976293149,0.08840885,Empty,Yes,No,Yes,Yes,9621.0,0.0,7712.0,3.0,Yes,0.0,230.0,0
https://www.ccwtrnzrtg.com,5423.0,2072.0,Yes,No,96.0,No,Yes,Yes,Yes,3.0,Valid,Canada,No,Standard,No,0.870887724,0.277137484,Different Domain,Yes,No,Yes,No,83608.0,3.0,1777.0,1.0,No,2.0,2832.0,0
https://www.uzesmqknno.com,6397.0,266.0,No,No,65.0,Yes,Yes,No,No,1.0,Invalid,Canada,No,Standard,No,0.564756342,0.341920043,Same Domain,Yes,Yes,Yes,Yes,30305.0,7.0,19442.0,4.0,No,3.0,1716.0,1
https://www.uptvczxfgb.com,5279.0,3567.0,No,Yes,65.0,No,No,Yes,Yes,4.0,Valid,Canada,Yes,Non-standard,Yes,0.648721368,0.11595416,Same Domain,Yes,Yes,Yes,Yes,45784.0,1.0,10672.0,2.0,No,4.0,314.0,0
https://www.yxtkwfdigq.com,4090.0,1942.0,No,No,14.0,No,Yes,No,No,2.0,Valid,Brazil,No,Non-standard,No,0.618938563,0.365060783,Different Domain,Yes,No,No,No,75891.0,9.0,17046.0,0.0,No,2.0,3717.0,0
https://www.syhrfstrmu.com,7158.0,1764.0,No,No,55.0,Yes,No,No,Yes,0.0,Valid,USA,No,Non-standard,Yes,0.239027449,0.966654501,Empty,No,No,Yes,No,68419.0,8.0,14802.0,1.0,Yes,4.0,3339.0,0
https://www.hkhdcqidvt.com,4499.0,928.0,Yes,No,42.0,Yes,Yes,No,No,3.0,Missing,Brazil,Yes,Non-standard,No,0.818938809,0.13730219,Empty,No,No,Yes,No,38876.0,3.0,19516.0,2.0,No,3.0,797.0,1
https://www.yywjblbrqs.com,3183.0,-254.0,No,Yes,56.0,No,Yes,No,Yes,4.0,Valid,USA,Yes,Non-standard,Yes,0.559820644,0.718236626,Same Domain,Yes,No,No,No,8922.0,0.0,1598.0,1.0,Yes,2.0,237.0,1
https://www.cootvslscs.com,2961.0,521.0,No,No,51.0,Yes,Yes,No,Yes,0.0,Invalid,Brazil,No,Non-standard,Yes,0.776409692,0.633511438,Different Domain,Yes,No,No,Yes,62786.0,7.0,17792.0,1.0,Yes,4.0,1133.0,0
https://www.hahubjbkhx.com,4433.0,750.0,No,No,65.0,No,No,No,Yes,0.0,Invalid,Brazil,No,Non-standard,No,0.568900117,0.69612516,Empty,Yes,Yes,No,No,68102.0,5.0,7201.0,0.0,No,1.0,3815.0,0
https://www.uctlwrfhtn.com,3234.0,154.0,No,Yes,33.0,No,No,Yes,Yes,3.0,Invalid,USA,Yes,Standard,Yes,0.501965939,0.249859647,Same Domain,Yes,No,Yes,Yes,73643.0,4.0,13684.0,2.0,No,1.0,618.0,1
https://www.ysplexmpij.com,956.0,2804.0,Yes,Yes,82.0,No,No,No,No,0.0,Valid,USA,Yes,Non-standard,No,0.329283096,0.2033774,Same Domain,Yes,No,No,Yes,13602.0,4.0,18044.0,1.0,Yes,0.0,4968.0,1
https://www.tjhrpafqwz.com,5800.0,1918.0,No,No,13.0,No,No,No,No,2.0,Missing,Brazil,Yes,Standard,Yes,0.12123419,0.684093603,Same Domain,No,No,Yes,No,39790.0,3.0,9260.0,4.0,Yes,4.0,4265.0,0
https://www.chbjlyyrcb.com,1300.0,2331.0,No,Yes,38.0,No,Yes,No,Yes,2.0,Invalid,Brazil,No,Non-standard,Yes,0.796734433,0.968133605,Same Domain,No,Yes,No,Yes,60416.0,6.0,7260.0,3.0,No,1.0,1011.0,0
https://www.bhhxfnzezi.com,4911.0,1916.0,Yes,Yes,51.0,No,Yes,No,Yes,1.0,Valid,Brazil,No,Standard,Yes,0.806426479,0.319203182,Different Domain,Yes,Yes,No,No,67105.0,0.0,18275.0,2.0,Yes,0.0,4587.0,1
https://www.szvxxlszjo.com,1527.0,2995.0,No,No,14.0,No,No,No,Yes,0.0,Invalid,USA,Yes,Standard,Yes,0.591835672,0.686809787,Different Domain,No,Yes,Yes,No,33919.0,5.0,19730.0,4.0,No,0.0,565.0,0
https://www.bnlwakbgen.com,5254.0,176.0,Yes,Yes,64.0,Yes,No,No,Yes,2.0,Valid,China,Yes,Standard,Yes,0.351977608,0.689578898,Different Domain,Yes,Yes,Yes,No,12062.0,8.0,18662.0,3.0,No,1.0,3107.0,1
https://www.tloyrkgoja.com,3104.0,2325.0,No,Yes,38.0,No,Yes,Yes,Yes,3.0,Missing,USA,No,Non-standard,No,0.74495528,0.293310173,Empty,Yes,Yes,Yes,Yes,98779.0,9.0,9973.0,3.0,No,0.0,4843.0,0
https://www.fljzpynknv.com,4565.0,3504.0,No,Yes,63.0,No,No,Yes,Yes,1.0,Invalid,Russia,No,Non-standard,No,0.246946873,0.753265097,Same Domain,No,No,No,Yes,50408.0,1.0,14344.0,1.0,No,3.0,883.0,0
https://www.imzccclzbd.com,1693.0,-304.0,Yes,No,58.0,No,No,No,No,1.0,Missing,Brazil,Yes,Non-standard,Yes,0.326080184,0.023203538,Same Domain,Yes,Yes,No,No,97372.0,3.0,4311.0,2.0,Yes,1.0,3571.0,1
https://www.ucxddrkyhu.com,3354.0,2425.0,Yes,No,84.0,Yes,No,No,No,4.0,Invalid,Brazil,Yes,Standard,No,0.842587531,0.6578262,Different Domain,No,Yes,Yes,No,19971.0,5.0,19477.0,4.0,Yes,2.0,289.0,1
https://www.nbnceuomom.com,6170.0,958.0,No,No,41.0,Yes,Yes,No,No,4.0,Valid,Brazil,No,Standard,Yes,0.767685953,0.187923502,Empty,Yes,No,Yes,No,78606.0,6.0,2066.0,2.0,No,1.0,1163.0,0
https://www.rcqdnqlsuy.com,4548.0,3464.0,No,Yes,67.0,Yes,Yes,No,Yes,2.0,Invalid,China,Yes,Non-standard,Yes,0.493564287,0.069706684,Empty,Yes,No,No,Yes,78347.0,2.0,17688.0,4.0,Yes,1.0,2435.0,1
https://www.perikolxik.com,6640.0,3089.0,No,No,47.0,Yes,Yes,No,Yes,3.0,Valid,USA,Yes,Standard,No,0.298918973,0.027455904,Different Domain,Yes,No,No,No,30222.0,8.0,2606.0,1.0,No,4.0,1748.0,0
https://www.seaefuzlth.com,606.0,2679.0,Yes,Yes,69.0,No,No,Yes,Yes,3.0,Invalid,Russia,Yes,Non-standard,No,0.900011597,0.733591338,Empty,No,No,Yes,No,9270.0,5.0,3763.0,2.0,No,0.0,3175.0,1
https://www.lthpgpgcrg.com,3170.0,1968.0,No,No,58.0,No,Yes,No,No,3.0,Missing,Brazil,No,Non-standard,Yes,0.914597043,0.272359928,Empty,No,No,No,No,83261.0,9.0,18542.0,3.0,No,3.0,3315.0,0
https://www.akfjotejgo.com,190.0,520.0,Yes,No,66.0,No,No,Yes,No,3.0,Invalid,Russia,No,Standard,Yes,0.346973316,0.06626806,Same Domain,Yes,No,No,No,39620.0,6.0,337.0,4.0,Yes,1.0,4246.0,1
https://www.ycgxxaouvs.com,2300.0,3273.0,No,No,73.0,Yes,Yes,Yes,Yes,1.0,Invalid,Canada,No,Standard,No,0.838106726,0.581834862,Different Domain,Yes,No,Yes,Yes,98109.0,6.0,19735.0,4.0,No,4.0,1925.0,1
https://www.qkzzvdfplx.com,5854.0,445.0,Yes,Yes,30.0,Yes,No,No,Yes,0.0,Valid,Canada,Yes,Non-standard,Yes,0.666181978,0.9839709,Empty,Yes,Yes,No,No,28682.0,7.0,19367.0,3.0,Yes,1.0,3005.0,1
https://www.vulkwfzmmu.com,569.0,2380.0,Yes,No,13.0,Yes,Yes,No,Yes,2.0,Invalid,Canada,Yes,Non-standard,No,0.546616179,0.934614921,Empty,Yes,Yes,Yes,Yes,55870.0,7.0,13783.0,4.0,No,0.0,2602.0,1
https://www.ksszxguvul.com,2733.0,2398.0,Yes,Yes,44.0,Yes,Yes,Yes,Yes,1.0,Valid,USA,No,Non-standard,No,0.92644019,0.379173328,Same Domain,Yes,No,No,No,14508.0,5.0,17005.0,3.0,No,4.0,4540.0,1
